	cell_4
601.0	0.2326464130008484
601.4997498749375	0.3800889867366808
601.999499749875	0.23751439151191533
602.4992496248124	-0.2476328289416077
602.9989994997499	0.42000762245488577
603.4987493746873	0.2875594046284754
603.9984992496248	-0.0020288220418891445
604.4982491245623	0.33897103826868846
604.9979989994997	0.279758628793703
605.4977488744372	0.2645554154074264
605.9974987493747	0.19095326879285607
606.4972486243122	0.3527384305562683
606.9969984992496	-0.02572179171921876
607.4967483741871	0.15302838802122692
607.9964982491246	0.0641547593228709
608.496248124062	0.39554117763144414
608.9959979989995	0.23511376246747573
609.4957478739369	0.1429885968056474
609.9954977488744	0.0039060210094531977
610.4952476238119	0.16930419834209443
610.9949974987494	0.25712430055707924
611.4947473736869	0.1804632798424129
611.9944972486243	0.6600749746215917
612.4942471235618	0.5828406118557423
612.9939969984993	-0.5232952979110064
613.4937468734367	-0.2671507149390024
613.9934967483742	0.2568983924905313
614.4932466233116	0.19273410218230633
614.9929964982491	0.39383751603311484
615.4927463731866	0.40559477284054596
615.9924962481241	0.9867118557208494
616.4922461230615	0.02903305703117043
616.991995997999	0.26096272858827496
617.4917458729365	0.9990157362542381
617.991495747874	0.5924797862506008
618.4912456228114	0.6100270357848929
618.9909954977488	0.26991002837621125
619.4907453726863	-0.05693123552927715
619.9904952476238	0.5014966846396712
620.4902451225613	0.4981255669685403
620.9899949974988	0.11178998166369708
621.4897448724362	0.2900245880175527
621.9894947473737	0.48881229420540445
622.4892446223112	0.24288220704967323
622.9889944972487	0.5131727475595252
623.4887443721861	0.5881233390702272
623.9884942471235	0.5874732179372766
624.488244122061	0.4427392736867617
624.9879939969985	0.7911081616032761
625.487743871936	0.8992361682335477
625.9874937468734	0.7476069521985694
626.4872436218109	0.42593335303035773
626.9869934967484	0.9115521201962337
627.4867433716859	0.5629039444372224
627.9864932466234	0.9990116253262995
628.4862431215607	0.4363262315453617
628.9859929964982	1.0554978449472237
629.4857428714357	0.7991559563973486
629.9854927463732	0.4553168303752266
630.4852426213107	0.7613157730906441
630.9849924962481	0.8980678062593485
631.4847423711856	0.9908646237709811
631.9844922461231	0.6424321605041493
632.4842421210606	0.6338435688266457
632.9839919959979	1.05583908033657
633.4837418709354	0.886825944293261
633.9834917458729	1.129407752066567
634.4832416208104	1.3195763587615945
634.9829914957479	0.6311508537130599
635.4827413706853	1.2373170565835583
635.9824912456228	1.5648021329571917
636.4822411205603	1.1458002015502111
636.9819909954978	1.030757934353011
637.4817408704353	1.5399665887748688
637.9814907453726	1.4320210796775628
638.4812406203101	1.6679060565485941
638.9809904952476	1.3402508828798856
639.4807403701851	1.0455275483573128
639.9804902451226	1.5049751797794773
640.48024012006	1.4538507444017266
640.9799899949975	1.871602503987851
641.479739869935	1.7503593057678501
641.9794897448725	1.2582118265979032
642.47923961981	1.4461255963878177
642.9789894947473	2.1291102788110763
643.4787393696848	2.12937621017599
643.9784892446223	1.7971065079574422
644.4782391195598	2.0549455616281134
644.9779889944973	2.257451602186183
645.4777388694347	2.3353521651620945
645.9774887443722	2.5313827018904353
646.4772386193097	2.4218610828248583
646.9769884942472	2.3956991419572624
647.4767383691845	2.4286554210342715
647.976488244122	2.908230113147626
648.4762381190595	2.0045910819584654
648.975987993997	2.7298429602133742
649.4757378689345	2.876295215899515
649.9754877438719	2.5372226329479335
650.4752376188094	3.166694710325106
650.9749874937469	2.9771968625678316
651.4747373686844	3.540869660422925
651.9744872436219	3.3579564530660404
652.4742371185592	3.713939775128871
652.9739869934967	4.000588081057588
653.4737368684342	3.8758564255234815
653.9734867433717	3.628724998169319
654.4732366183091	3.572150374880907
654.9729864932466	4.692125647412418
655.4727363681841	4.277165089779839
655.9724862431216	4.253320277924751
656.4722361180591	4.65751374125606
656.9719859929965	4.716283058469973
657.471735867934	5.194052724031113
657.9714857428714	5.1186337823721235
658.4712356178089	5.2880719109095935
658.9709854927464	5.250612329000361
659.4707353676838	5.7925403642731625
659.9704852426213	5.533930513423923
660.4702351175588	6.242102273088839
660.9699849924963	6.703667840972638
661.4697348674338	5.99921410534877
661.9694847423712	5.93293615322329
662.4692346173086	7.080167776726988
662.9689844922461	7.88794205005897
663.4687343671836	7.0579803065530635
663.9684842421211	7.223989337309759
664.4682341170585	8.023114129202076
