,cell_4,cell_1,cell_2,cell_3
1466.566783391696,2.645180860647913,2.9382614097273088,-3.5204325200882725,9.541837883636344
1467.066533266633,3.0815617672039473,3.382028571873268,-3.0287129944063573,9.997229409385872
1467.5662831415707,3.1132905417285373,3.427517246340427,-2.9343381809524596,10.053414550365734
1468.0660330165083,2.518581314420094,2.848631458292018,-3.4634530188592993,9.484997171725528
1468.565782891446,2.5000142602586273,2.8543242139322023,-3.40703243666369,9.499895388505221
1469.065532766383,2.5869278903036212,2.9603561404789236,-3.2492816790783694,9.616105862540596
1469.565282641321,2.318860480808164,2.695204912532672,-3.4618280354199524,9.363905684576237
1470.0650325162585,2.8543118586050307,3.233526787788062,-2.8699692308281826,9.915304780832518
1470.5647823911956,2.6552640893752932,3.053614982519426,-2.995488465555043,9.74590427530159
1471.064532266133,2.9377095730777127,3.350944529410689,-2.642888768332329,10.054553137522332
1471.5642821410706,2.5444279406236068,2.9675102027738127,-2.970285151243136,9.683356803438004
1472.064032016008,2.3779895645018834,2.8291538421800113,-3.0518343440314393,9.554334616184628
1472.5637818909454,3.1617293311743166,3.632125153020046,-2.191321019365812,10.368179732875983
1473.063531765883,2.325510331537592,2.813499198834484,-2.9518413410312543,9.56075406265078
1473.5632816408206,2.4659462003628394,2.9587931762526263,-2.74780883332616,9.719409071947279
1474.0630315157578,2.391705989049199,2.9037059021213802,-2.743540031990119,9.675400935494052
1474.5627813906954,2.588586651118737,3.1026385662621823,-2.484743951806384,9.888269781789647
1475.062531265633,2.3439821981656532,2.882647071044208,-2.6444161250724316,9.678547845383465
1475.5622811405703,2.4484606399909077,3.0283130650307792,-2.4379764750843336,9.83179986205909
1476.0620310155075,2.1765936569012676,2.783185609215688,-2.621932164892825,9.59666151110229
1476.561780890445,2.297908134478441,2.9123085558329787,-2.431308196749582,9.738901606994956
1477.0615307653827,2.461838588563021,3.102207060159882,-2.1796234339444966,9.938945244538722
1477.56128064032,2.6143591531545702,3.25972672894335,-1.9601562447949146,10.110044920377463
1478.0610305152577,2.483863096020321,3.1535082556770857,-2.0043139264020806,10.014222056517662
1478.560780390195,2.1744503211713204,2.848966242391472,-2.2467316292511588,9.723237675261473
1479.0605302651325,2.416979552389906,3.1221547207511824,-1.91138171239188,10.005717358879716
1479.56028014007,2.27243869933143,2.9894522101650933,-1.9819895574337032,9.885350178608785
1480.0600300150077,2.2834875425779178,3.012931511412755,-1.8965070074443107,9.921015938430163
1480.559779889945,1.6002091197685246,2.3776345753667694,-2.4699572316423684,9.292003201504022
1481.0595297648824,2.244085872403445,3.0477892242335125,-1.7381636674293686,9.971936278341731
1481.55927963982,1.9948253897459751,2.8129016316169166,-1.9117478605383293,9.748690547130549
1482.0590295147574,2.4868412016442667,3.328853483703513,-1.3348493935754702,10.274617673713063
1482.5587793896948,2.0646511508491225,2.937585073016235,-1.6656433918557045,9.892062183309987
1483.0585292646324,1.56119424240706,2.4430618990337023,-2.1001906927863327,9.409744578062503
1483.5582791395698,1.5179452894947463,2.406773549591782,-2.0769842030984496,9.385869614583859
1484.0580290145072,2.2207300512726156,3.131509845895585,-1.2933245143954535,10.12042547868587
1484.5577788894448,1.6143313089789173,2.537297414106864,-1.8293360930076985,9.53748030193149
1485.0575287643824,1.9839428561255592,2.936195784119218,-1.3729822175385284,9.944676705358244
1485.5572786393195,1.633362805801758,2.6072846934607856,-1.6453105242054118,9.625133670266818
1486.0570285142571,2.234382082685634,3.241146846479559,-0.9557640492870598,10.266342786004198
1486.5567783891947,1.6283284147937704,2.6467559022197014,-1.495501335897069,9.682570442234908
1487.056528264132,1.9758037437514595,3.020365792906885,-1.0682922277962044,10.064210221562016
1487.5562781390695,1.8329479345773807,2.9044407559217125,-1.1317838571163472,9.95595431908011
1488.056028014007,1.2331369696456083,2.3267408223401778,-1.6582779363253635,9.386475039192241
1488.5557778889445,1.275417124577771,2.379933679928529,-1.5550676599594795,9.449494381487828
1489.055527763882,1.723144957565737,2.8555137992459425,-1.030758292791873,9.931868157995103
1489.5552776388197,1.2396660952079135,2.3896272207922173,-1.44930640837143,9.47419335697776
1490.055027513757,0.9102879986695658,2.082865967189405,-1.7101186393486538,9.17455151497009
1490.5547773886942,1.4658543918949698,2.6603986137584177,-1.0880788857357182,9.759034751298651
1491.0545272636318,1.9641473709243353,3.153783836568526,-0.551733574337636,10.263491928813183
