,cell_1,cell_3,cell_2,cell_4
1178.2111055527764,0.4083824685307894,0.4317324940260344,0.3421614090918378,0.35839995672943653
1178.7108554277138,0.3614605533110503,0.3859779350928535,0.29907475720399457,0.2958684312561874
1179.2106053026514,-0.012313733494015091,0.02746386557638582,-0.04639259547460778,-0.19744915042430414
1179.7103551775888,0.0008581892497200836,0.04043047786427904,-0.03378165843874953,-0.17118794480882085
1180.2101050525262,-0.021554135372154507,0.018545852771044233,-0.05403434249617204,-0.1988455737447863
1180.7098549274638,0.03622031580056353,0.07373047778830741,-3.906972610756784e-05,-0.1183363154404221
1181.2096048024014,0.17611904492077227,0.2073738500441516,0.12998502827239344,0.0690102553578878
1181.7093546773383,0.2818443332896227,0.30702289206332717,0.22841652019544237,0.20021701584778578
1182.209104552276,0.48377494059305926,0.49967145674355185,0.41586539720356613,0.4658459779829516
1182.7088544272135,0.4456365771660976,0.4621053764801999,0.3811646732009558,0.4109424742505637
1183.2086043021511,0.6133592771749123,0.6212261766288453,0.5368883657318512,0.6245511245769825
1183.7083541770885,0.5344618551725067,0.5430874473625598,0.4643568055229864,0.5025486619439455
1184.208104052026,0.48081648382215253,0.48980341791518034,0.4151251688609701,0.41952555430339655
1184.7078539269637,0.01643966381214623,0.04175932807592889,-0.01418351349811813,-0.219196754876695
1185.2076038019009,0.11630546464320532,0.1364789493672346,0.07854509739359299,-0.09094148088304188
1185.7073536768385,-0.11751734801714227,-0.08788068173048184,-0.13749396434817918,-0.40047106497450974
1186.207103551776,-0.22157209613362172,-0.18756191020786972,-0.23349612342366,-0.5349628692755319
1186.7068534267132,-0.12904248673795593,-0.09972088797804952,-0.14764068316970974,-0.41558135225641163
1187.2066033016508,0.14005004362380308,0.15832900958328996,0.10154895152151268,-0.05318738307480971
1187.7063531765884,0.03894889416069131,0.061648913543128625,0.008176463700096753,-0.18266174641090993
1188.2061030515258,0.2481355018850705,0.2631339006738682,0.2018577888772121,0.1070096603123532
1188.7058529264632,0.16050388637828183,0.18125843414630724,0.12087398792118582,0.011193221899320049
1189.2056028014008,0.10575017595789162,0.1313861477046339,0.07027455988957998,-0.03683932306361488
1189.7053526763382,0.5223784963094831,0.5330859909081012,0.4557922246686969,0.5402295770749971
1190.2051025512756,0.6526403762384343,0.6592122164514955,0.5763103827129508,0.7269975428794464
1190.7048524262132,0.762550180524073,0.7646728818275766,0.6779588093077764,0.8768964045513357
1191.2046023011503,0.3780581047580139,0.3943444433195118,0.3221379016625609,0.35281836158809354
1191.704352176088,-0.002992427129843054,0.027000059388842257,-0.030497726230648333,-0.16942276743684365
1192.2041020510255,-0.37831464225409733,-0.33438699337566097,-0.37782096132582893,-0.6802276335801761
1192.7038519259631,-0.0019489584059821695,0.026090466380327575,-0.02960640467020199,-0.17937765890224255
1193.2036018009003,0.1411528830197572,0.163263234292013,0.10280778046183706,0.01329240404199121
1193.703351675838,0.4643356538035461,0.4732160982607981,0.4018536345781326,0.44695526190116536
1194.2031015507755,0.33636020089328994,0.3509567893392093,0.28347133645933775,0.28206307024136085
1194.7028514257129,0.2529096978033709,0.27175796605981317,0.20628964758061255,0.17957685107702723
1195.2026013006505,0.03179667123943832,0.06025014927607969,0.0017328792978157294,-0.10916632039672168
1195.702351175588,0.12428647836518175,0.14955335266765357,0.08734048592097138,0.021222113928037356
1196.2021010505252,0.2586573747065597,0.2790197179429354,0.21170373462801537,0.207466501776803
1196.7018509254626,0.4881666328140471,0.49996806457052256,0.42407770843375636,0.5227600214897505
1197.2016008004002,0.7540155445411411,0.7556958165851769,0.6700338372618666,0.8860130910513442
1197.7013506753378,0.7198292856436656,0.7225979780203206,0.6383158273017101,0.8396574770744899
1198.2011005502752,0.48445660650381206,0.4963444590347437,0.42039152128920587,0.5229850073878298
1198.7008504252126,0.06986067906299775,0.0978496780839726,0.03660362187355288,-0.0359602530401695
1199.2006003001502,-0.03564511611315058,-0.0037231738548743434,-0.061178986446529124,-0.17809250860296524
1199.7003501750876,0.10692001178820325,0.13327558104203652,0.07062091971277437,0.016489498396448216
1200.200100050025,0.3429425988123076,0.36130628348273847,0.28894349040747597,0.34757628054527256
1200.6998499249626,0.5421499945114744,0.5537853875963302,0.47322376561048374,0.6274292427462159
1201.1995997999,0.45796201413847115,0.47465819015117167,0.3953045427510222,0.530399525764794
1201.699349674837,0.1848811526210133,0.21349762391606242,0.14261551668898143,0.17378592443498794
1202.199099549775,0.2508366356862209,0.2764297583520355,0.2036447268988243,0.2609611544103058
1202.6988494247123,0.3020318036583325,0.3250714263221879,0.25106377212016595,0.32724155268705557
1203.1985992996497,0.3159956217450583,0.33886211498490393,0.2640874557386116,0.35093651297901224
1203.6983491745873,0.5626191419943563,0.5764677433725074,0.49243746422223117,0.6909747351197522
1204.198099049525,0.6060303643696836,0.6191687977046046,0.5328174455629199,0.7594820919929459
1204.6978489244625,0.46990830476125645,0.4887753495268816,0.40711296667886016,0.5805502066995254
1205.1975987993997,0.3491424494990901,0.37074671783880975,0.29564355694486394,0.4022334948111912
1205.6973486743373,0.2857659390259802,0.3068194202461998,0.2373190007049567,0.2925997646223181
1206.1970985492746,0.25408630324435527,0.27321234354578916,0.2083663875944614,0.22455687994385487
1206.696848424212,0.2530707089393095,0.27147598477871565,0.20784092605772983,0.21805936676754056
1207.1965982991496,0.2277061608782315,0.24847176083936312,0.1848284852827054,0.19647763625286135
1207.6963481740872,0.17791458039025476,0.2014335196830205,0.1392365047688133,0.13710736756304726
1208.1960980490244,0.33676092955238685,0.35285204454483804,0.28668146299184327,0.34253565528391794
1208.695847923962,0.338051361868755,0.3515674425257389,0.288325557854199,0.3241143344728835
1209.1955977988996,0.3400494014648652,0.34958835392803944,0.2905786006776629,0.29509967003795057
1209.695347673837,0.12608189265658165,0.14239629340471874,0.09296974606954783,-0.006270397474221847
1210.1950975487744,-0.0017184919400116347,0.019229540802059134,-0.02494781828351801,-0.18095896034218922
1210.694847423712,-0.09202742328995228,-0.06802909551232905,-0.10820178594511548,-0.30604789902016927
1211.1945972986491,0.2380657193869618,0.24894533949673883,0.1974883371154454,0.13897115990905828
1211.6943471735867,0.32565618833707605,0.33317347965356003,0.2787401879443833,0.25868472564592776
1212.1940970485243,0.3032658272448716,0.31085580981316524,0.25814461539820216,0.2225606807580944
