,cell_3_rolling_ball,cell_3_psalsa,cell_3_iasls,cell_3_iarpls,cell_3_drpls,cell_3_derpsalsa,cell_3_aspls,cell_3_asls,cell_3_arpls,cell_3_airpls,cell_2_rolling_ball,cell_2_psalsa,cell_2_iasls,cell_2_iarpls,cell_2_drpls,cell_2_derpsalsa,cell_2_aspls,cell_2_asls,cell_2_arpls,cell_2_airpls,cell_1_rolling_ball,cell_1_psalsa,cell_1_iasls,cell_1_iarpls,cell_1_drpls,cell_1_derpsalsa,cell_1_aspls,cell_1_asls,cell_1_arpls,cell_1_airpls,cell_4_rolling_ball,cell_4_psalsa,cell_4_iasls,cell_4_iarpls,cell_4_drpls,cell_4_derpsalsa,cell_4_aspls,cell_4_asls,cell_4_arpls,cell_4_airpls
601.0,-0.37213201694395837,-0.6268599709650275,-0.026400429765897293,-0.6134452432101456,-0.6087340834059762,-0.006418020376349531,-0.48610102958956025,-0.3698299269776928,-0.6601581781919412,-0.29353397705016926,0.17830673189695706,-0.18017540626250367,0.1441989460389157,-0.18813463946516754,-0.19847630725232113,4.2712386924916,-0.19251530359875488,-0.11002024592555568,-0.20288576579313783,-0.1878387603669432,0.8042451620412994,-0.11104962498965598,0.958231310174142,-0.16748753331776634,-0.18952220346734094,0.5632434018052184,-0.19256251678354452,0.39667822757435367,-0.19399680080492665,0.5628756072775705,0.4726330530516138,-0.10466456345546621,4.128631014445967,-0.2002401098022834,-0.19139833660869832,0.3247976058237848,-0.19775108278863118,3.623274837014703,-0.1619009771712317,10.178037199314867
601.4997498749375,-0.057167511731542886,-0.313920808368195,0.30555776837798854,-0.3049970804546598,-0.3057295432381282,0.3300536969912242,-0.19933088773010166,-0.04163197361975346,-0.35318048549615977,0.03639304313538316,0.3739749253266371,0.016265851568777516,0.3760984754180055,0.008877069261936162,-0.0034609668146503153,4.499396694165002,-1.5439038936193583e-13,0.09855665599313866,-0.007823910831862554,0.043995236175889935,0.9887663995819338,0.0854959988378674,1.1513743755144024,0.029867363039523198,0.005250285795524334,0.7575575949678885,2.0303758674344863e-12,0.5901333175774006,0.0012156500750784005,0.7567281072147853,0.6656201543272586,0.09252047444457687,4.308982428100349,0.0021269782156057362,0.007925014860683886,0.5255406184671385,2.5236397693806367e-10,3.8110857333548425,0.03710363488185588,10.323567684154709
601.999499749875,-0.06511886621278928,-0.32413903944336164,0.31435546445827767,-0.3197033112185952,-0.32587416192452956,0.34336488997851966,-0.23566109866371376,-0.03659418210203991,-0.3693567191971774,0.043159819201163074,0.2763241203587559,-0.08083799695185506,0.3144519975769203,-0.08765534789351055,-0.10198831803047444,4.434008688609458,-0.10097934108596068,0.013587659602931387,-0.10630603455771466,-0.01771660709604004,0.8797338023823933,-0.011511656826659333,1.0509636060379801,-0.06632990046802689,-0.09352706421270085,0.6583179525038876,-0.10093998035392815,0.49003456887349195,-0.09712379413782202,0.657026772411827,0.5646753430317997,-0.004389704653451759,4.195238101039015,-0.08959967168629608,-0.08684380310121788,0.43218788802974895,-0.09629316145889152,3.704800853141344,-0.05798587481894869,10.175002428673663
602.4992496248124,-0.43696850415335176,-0.698492384052285,-0.04098973944529927,-0.6985371748443685,-0.7101328792950012,-0.007466862256553131,-0.6359624060415829,-0.3956985688429242,-0.7496591697834589,-0.31421582464871767,-0.16720618160785639,-0.5240466271218548,-0.0933009861437043,-0.5302905969569757,-0.5466154746398657,4.0225141772237984,-0.547985142110285,-0.41748762576287063,-0.5508905288917194,-0.42553462136972114,0.42458807099930596,-0.4546316554553478,0.6044397020804979,-0.5086372470820812,-0.5384096623921142,0.2129651738161602,-0.5479136280844745,0.043822672151137,-0.5415725053789302,0.21121230342532016,0.11724316289707731,-0.4479504374649348,3.734842576138668,-0.5279735346448329,-0.528256834301823,-0.007816048145362242,-0.5391599510222886,3.2518646657624433,-0.4997237142691661,9.679785976603567
602.9989994997499,0.3283075538479179,0.06404946180527604,0.7405461618459396,0.0595376895255173,0.042542286047717814,0.7785824221063532,0.10095371409124199,0.38207928913426303,0.006949968900489933,0.4652902963931942,0.538739202275293,0.1819963714009724,0.6481947069803744,0.17632917404921472,0.15801817096713314,4.760268342856517,0.15441406235084473,0.30068609054282586,0.15378095828382052,0.315896561322346,1.1186855872729318,0.2514926783216076,1.307159045121507,0.19830374453833421,0.16596463433982223,0.9168556390654157,0.15451114085777817,0.746853994482132,0.1632287964705963,0.9146410820955282,0.8186839110018655,0.2571987145902025,4.423156149168757,0.1823685635468023,0.17905136781397027,0.7008890974227282,0.1668334081368062,3.9476373569053007,0.20725224129301914,10.333278625023196
603.4987493746873,0.2810779785524806,0.013864985951798303,0.7093319051587224,0.00490931948062201,-0.017441789424140985,0.7518814190252401,0.02568352161875609,0.3471088979080885,-0.04913930904069952,0.43204736180738923,0.4412787444713636,0.08441331880662323,0.5860576408472868,0.07933040962337079,0.05904744856713284,4.694389657970773,0.05347461549689625,0.2152278020945303,0.054835577586827694,0.25369589081092253,1.0112427103254138,0.153983582433316,1.206241306096068,0.10161987150768859,0.0667320269328382,0.8171090161846042,0.05359125288192956,0.6462481919010692,0.06440809663633296,0.8144327796637345,0.716121246273244,0.15818379169252747,4.307302477488426,0.08855843867906826,0.08222017702837708,0.6054269811742433,0.06894533612640662,3.839242441586737,0.1100724756683417,10.18260403285963
603.9984992496248,0.06504142885605857,-0.204035335433719,0.5103684656485921,-0.21740260428224567,-0.245046839778702,0.5574310429076537,-0.21658261920480415,0.1443919982204711,-0.2729048404150267,0.2310567895585025,0.18335584635986235,-0.1738490719352004,0.3632313081263281,-0.17833728011159072,-0.20057104294067069,4.467821523946072,-0.20775755009545369,-0.030918571623761694,-0.20477611790961367,0.0308072458431166,0.7431073521723697,-0.10421230943330606,0.9446310843833512,-0.15573912344180485,-0.19314967369727398,0.5566699016938408,-0.20762676106118683,0.3849498416291883,-0.19508330951014763,0.5535319960264165,0.4525038290901626,-0.102045045583806,4.03023021938595,-0.1664489156913414,-0.17578961189445572,0.34874625718472535,-0.1897757723405344,3.5696283967990707,-0.14830957587053206,9.870710860491819
604.4982491245623,0.47061775577296183,0.19947559952730876,0.9327735098022032,0.18173824125934712,0.14888244373886428,0.9843488995322781,0.1634203038114932,0.5630470187610592,0.12479272038671008,0.6514366890299883,0.5522417351058464,0.19493494456052426,0.7674385640564892,0.1910542843075216,0.16689747787192077,4.8682867048062946,0.15850245598814322,0.3499702493640384,0.16267524054750554,0.43495386781040746,1.1020034750458887,0.26463054359120086,1.3100523415614482,0.21395484855896285,0.1740553719281248,0.9232622542832143,0.1586426054105381,0.7506828767608553,0.1724845934950885,0.9196626934156633,0.8155597552775172,0.26424117198414715,4.379667468148702,0.20508004385382606,0.192760587651841,0.718575011174408,0.17845807843311481,3.9265230965881432,0.21983786122873733,10.185327203744656
604.9979989994997,0.46799567641578554,0.19459702933831347,0.9467358205654799,0.1725414696020462,0.13457739059084894,1.0028237108817524,0.13608059747125267,0.5732635032237512,0.11416656427963523,0.6633760558008484,0.517582185970189,0.15996345730235467,0.7678737382813171,0.1567065400948755,0.13066327930608312,4.86497943895349,0.12156294067656087,0.32708905002158034,0.1263925435382391,0.43533044251494324,1.0571265151999665,0.22970967745974846,1.271700513198594,0.1799029077922416,0.13755834140834722,0.8860815057599716,0.12170824082791043,0.7126427005628475,0.13631524565230713,0.8820203080854672,0.774488668068803,0.22624347125315958,4.324813864132283,0.17235207263057978,0.1570844264836752,0.6841128734007422,0.14295762078194477,3.879125926712109,0.18371959155817846,10.09565270585164
605.4977488744372,0.5021282126505435,0.22629203538752218,0.9972084855036428,0.1999791816135028,0.15703066151886302,1.0578085036887777,0.14651592165001293,0.6199952944253935,0.1401929456686899,0.7118281902035033,0.5235931867750101,0.16545575166375748,0.8087529097473047,0.16284076334186287,0.13495504252805685,4.902115714209781,0.1257188262382658,0.3446543612328785,0.13059881751997132,0.47615340517893956,1.0526936579048574,0.23524384099927254,1.2737927837078988,0.18632578400805144,0.14158868167166183,0.8893448368842236,0.12586566532299415,0.7150464578113684,0.1406321272425206,0.8848220253060841,0.7709894719702521,0.2281838058625359,4.309890869854671,0.17959369779526665,0.16141352413660173,0.6895812928862362,0.1480209562307287,3.871658056304671,0.18756007105278127,10.045908832687044
